Jenis_Kelamin,Umur,SIM,Kode_Daerah,Sudah_Asuransi,Umur_Kendaraan,Kendaraan_Rusak,Premi,Kanal_Penjualan,Lama_Berlangganan,Tertarik
1,25,1,29,1,0.0,0,30180,152,231,0
1,26,1,13,1,0.0,0,30503,152,246,0
1,51,1,41,0,1.0,1,38165,124,184,1
1,47,1,28,0,0.5,1,37610,26,122,0
1,23,1,6,1,0.0,0,21290,152,256,0
0,21,1,30,1,0.0,0,21150,152,49,0
0,61,1,50,0,0.5,1,27858,63,145,0
1,27,1,30,1,0.0,0,27665,152,287,0
0,73,1,47,1,0.5,0,42623,124,57,0
1,22,1,13,0,0.0,1,25669,152,119,0
1,23,1,30,1,0.0,0,2630,160,131,0
1,31,1,33,0,0.0,1,24655,152,222,0
0,22,1,18,1,0.0,0,28417,152,31,0
0,70,1,28,1,0.5,0,38165,26,297,0
1,25,1,8,1,0.0,0,2630,152,16,0
1,53,1,28,0,0.5,1,37376,124,150,0
1,21,1,28,0,0.5,1,41871,26,142,0
1,58,1,16,0,0.5,0,32972,152,25,0
0,24,1,28,1,0.0,0,46767,152,187,0
0,25,1,28,1,0.0,0,42465,152,33,0
1,24,1,22,1,0.0,0,24387,152,104,0
1,21,1,15,0,0.0,1,25593,160,297,0
0,21,1,46,1,0.0,0,25087,152,224,0
0,68,1,28,0,0.5,1,52139,124,298,0
0,37,1,8,0,0.5,1,31399,154,43,0
0,40,1,14,1,0.5,0,37012,152,101,0
1,21,1,15,0,0.5,0,2630,157,43,0
1,32,1,28,1,0.5,0,25088,124,236,0
0,23,1,28,0,0.0,1,2630,156,291,0
0,43,1,28,0,0.5,0,46270,26,188,0
1,53,1,8,0,0.5,1,46020,124,28,0
1,28,1,28,0,0.0,1,47389,156,182,1
1,57,1,14,0,1.0,1,69685,124,135,0
0,55,1,41,0,0.5,1,45926,26,294,0
0,27,1,15,0,0.0,0,24485,152,47,0
0,22,1,11,1,0.0,0,31497,152,153,0
0,48,1,28,0,1.0,1,55170,26,208,0
0,55,1,28,1,0.5,0,90138,26,129,0
0,79,1,28,0,0.5,1,52430,122,193,0
0,22,1,12,1,0.0,0,25550,152,227,0
1,70,1,14,1,0.5,0,36942,124,123,0
1,73,1,28,0,1.0,1,42291,26,187,0
0,65,1,8,0,0.5,0,2630,124,146,0
1,22,1,6,1,0.0,1,39064,152,70,0
0,22,1,36,0,0.0,0,28695,160,162,0
0,25,1,28,1,0.0,0,33241,152,169,0
0,26,1,41,0,0.0,1,23401,152,51,0
1,55,1,28,0,0.5,1,35179,124,80,0
1,52,1,13,0,1.0,1,15222,26,257,0
0,22,1,27,0,0.0,0,22423,152,90,0
0,72,1,28,0,0.5,1,43546,26,75,0
0,39,1,30,1,0.5,0,31047,152,233,0
1,48,1,23,1,0.5,0,28764,124,36,0
1,35,1,28,1,0.5,0,43524,124,128,0
1,25,1,45,1,0.5,0,29284,124,35,0
0,26,1,8,1,0.0,0,41396,152,148,0
0,45,1,28,0,0.5,1,67724,26,60,0
1,47,1,36,1,0.5,0,2630,26,190,0
0,43,1,28,1,0.5,0,45024,124,147,0
1,27,1,15,1,0.0,0,76417,152,115,0
1,48,1,46,1,0.5,0,38691,11,85,0
1,22,1,50,1,0.0,0,45557,152,58,0
1,52,1,28,0,0.5,1,37871,26,188,0
1,45,1,28,0,0.5,1,39855,124,141,1
1,64,1,29,1,0.5,0,26308,26,156,0
0,33,1,35,0,0.5,1,2630,124,57,0
0,55,1,28,0,0.5,1,2630,160,45,0
1,21,1,3,0,0.0,1,39008,160,246,0
0,50,1,8,0,0.5,1,53724,124,131,0
0,34,1,15,0,0.5,0,32604,152,274,0
1,75,1,28,0,0.5,1,38582,124,241,0
0,53,1,8,0,0.5,1,66762,124,96,0
0,24,1,33,1,0.0,0,2630,152,287,0
1,23,1,28,0,0.0,1,42254,124,183,0
0,30,1,30,1,0.0,0,24564,152,164,0
0,49,1,28,0,0.5,1,24583,26,132,0
0,78,1,30,0,0.5,1,2630,26,121,0
0,45,1,52,0,0.5,1,2630,26,228,0
0,51,1,28,0,0.5,1,48641,26,37,1
1,41,1,8,0,0.5,1,34430,7,269,0
0,27,1,6,0,0.0,1,31175,153,83,1
0,25,1,3,1,0.0,0,25051,152,244,0
1,24,1,41,1,0.0,0,27080,152,219,0
0,22,1,28,0,0.0,1,46339,163,202,0
1,23,1,15,0,0.0,1,50817,152,171,0
0,26,1,6,1,0.0,0,23611,152,80,0
0,67,1,28,1,0.5,0,28845,23,138,0
0,22,1,34,0,0.0,1,25321,152,152,0
0,48,1,30,1,0.5,0,22400,152,46,0
1,22,1,6,1,0.0,0,27770,152,70,0
0,44,1,28,0,0.5,0,47778,124,247,0
1,31,1,3,0,0.0,1,26258,156,21,1
1,23,1,30,1,0.0,0,18747,152,213,0
0,33,1,34,0,0.0,1,33624,152,293,0
0,22,1,45,1,0.0,0,26675,152,114,0
0,77,1,8,0,0.5,1,43568,26,144,0
1,22,1,28,0,0.5,1,2630,157,154,0
1,22,1,15,0,0.0,1,39596,152,97,0
1,43,1,35,0,0.5,1,34414,26,267,1
0,23,1,46,1,0.0,0,22659,26,129,0
1,27,1,8,1,0.0,0,39044,152,203,0
1,45,1,3,0,0.5,1,37261,11,18,0
0,35,1,41,1,0.5,0,24776,26,152,0
1,30,1,10,1,0.0,0,2630,152,56,0
0,30,1,28,0,0.5,1,2630,158,132,1
1,72,1,36,0,0.5,1,2630,30,228,0
1,24,1,28,0,0.0,1,53108,151,127,0
1,21,1,26,0,0.0,1,36910,152,164,0
0,23,1,8,1,0.0,0,45267,152,152,0
0,63,1,19,0,1.0,1,2630,156,229,0
1,42,1,28,0,0.5,1,57673,124,245,0
1,30,1,28,1,0.0,0,83951,152,128,0
1,32,1,28,0,0.0,1,2630,156,297,0
1,47,1,0,1,0.5,0,2630,24,45,0
0,24,1,29,1,0.0,0,35837,152,237,0
1,21,1,36,1,0.0,0,31522,152,70,0
1,29,1,14,1,0.0,0,2630,152,33,0
1,36,1,28,0,0.5,1,60320,124,21,0
0,44,1,46,0,0.5,1,35122,124,245,1
1,68,1,9,0,0.5,0,49910,26,37,0
0,21,1,12,1,0.0,0,36027,160,295,0
1,30,1,3,1,0.5,0,2630,157,69,0
1,54,1,28,0,0.5,1,50160,124,125,0
0,22,1,12,0,0.0,1,26678,152,268,0
0,32,1,15,0,0.5,1,35289,154,116,0
1,23,1,37,0,0.0,1,37889,151,62,0
1,39,1,21,0,0.5,1,31444,124,59,0
0,25,1,11,1,0.0,0,15815,152,86,0
0,55,1,13,1,0.5,0,36182,124,71,0
0,38,1,12,0,0.5,1,28479,154,159,1
1,40,1,28,0,0.5,1,24701,124,30,0
1,25,1,37,1,0.0,0,45904,152,212,0
1,52,1,28,0,0.5,1,2630,124,83,0
0,43,1,28,0,1.0,1,33783,124,135,0
1,38,1,28,0,0.5,1,45554,157,296,0
0,21,1,11,0,0.0,1,35555,152,242,1
0,31,1,8,1,0.0,0,24007,152,139,0
1,24,1,23,1,0.0,0,25715,152,215,0
0,33,1,28,0,0.0,1,46350,124,198,1
1,45,1,15,0,0.5,0,30531,124,176,0
1,22,1,47,1,0.0,0,35844,152,257,0
0,26,1,29,0,0.0,1,38146,152,22,0
0,24,1,29,1,0.0,0,39974,152,154,0
1,21,1,33,1,0.0,0,27619,152,236,0
0,26,1,30,1,0.0,0,26089,152,277,0
0,21,1,28,0,1.0,1,114210,156,177,0
1,37,1,39,0,0.0,0,2630,1,254,0
1,44,1,8,1,0.5,0,58545,26,273,0
0,33,1,8,0,0.5,1,31244,155,118,0
1,23,1,37,0,0.0,1,2630,26,30,0
1,57,1,41,0,0.5,0,2630,152,218,0
0,23,1,15,1,0.0,0,40382,152,151,0
0,47,1,46,0,1.0,1,43384,26,39,1
0,44,1,28,0,0.5,1,2630,124,77,0
1,29,1,28,0,0.0,1,50103,124,34,1
1,22,1,28,0,0.0,1,27637,152,157,0
0,42,1,46,0,0.5,1,35207,91,65,1
0,60,1,28,0,0.5,1,41444,124,44,0
0,55,1,8,0,0.5,1,2630,26,130,0
1,30,1,15,1,0.0,0,2630,152,259,0
0,45,1,7,0,0.5,1,45705,124,175,0
1,24,1,36,1,0.0,0,2630,151,111,0
1,25,1,6,1,0.0,0,20114,152,192,0
1,48,1,28,0,0.5,1,30743,26,31,0
1,38,1,0,1,0.5,0,2630,124,84,0
0,42,1,28,0,0.5,1,45878,13,243,0
1,24,1,10,1,0.0,0,33650,152,91,0
0,22,1,10,1,0.0,0,28739,152,73,0
0,32,1,18,1,0.0,0,18315,152,164,0
1,65,1,28,0,0.5,1,41989,122,276,0
0,21,1,25,0,0.0,1,22234,160,234,0
1,57,1,18,0,0.5,1,25846,26,139,0
1,41,1,8,1,0.5,0,33788,26,234,0
0,48,1,41,0,0.5,1,32470,124,296,0
1,44,1,28,0,0.5,0,34118,26,39,0
1,28,1,41,1,0.0,0,51172,152,208,0
1,25,1,11,0,0.0,0,29257,152,178,0
0,47,1,28,1,0.5,0,45997,26,133,0
0,49,1,43,0,0.5,1,39618,124,215,0
1,28,1,41,1,0.0,0,24345,152,36,0
1,29,1,14,1,0.0,0,2630,152,181,0
1,64,1,41,1,0.5,0,34800,26,138,0
0,44,1,12,0,0.5,0,36634,26,295,0
1,25,1,18,1,0.0,0,29825,152,114,0
0,42,1,28,0,0.5,1,21821,124,13,1
0,22,1,2,0,0.0,1,31359,160,79,0
0,28,1,30,1,0.0,0,38073,152,208,0
1,46,1,24,0,0.5,1,34081,26,264,0
1,41,1,4,0,0.5,1,34611,26,183,0
1,23,1,14,1,0.0,1,25162,152,96,0
0,23,1,3,1,0.0,0,19406,152,187,0
1,45,1,28,0,0.5,1,46276,124,106,0
0,21,1,18,1,0.0,0,31179,152,122,0
0,21,1,14,1,0.0,1,2630,160,296,0
1,71,0,46,0,0.5,0,37537,119,47,0
0,26,1,14,1,0.0,0,24790,152,138,0
1,22,1,33,1,0.0,0,23439,152,14,0
0,62,1,8,0,0.5,1,58077,26,157,0
1,21,1,15,0,0.0,1,31277,160,223,0
0,26,1,17,1,0.0,0,21705,152,183,0
1,68,1,50,1,0.5,0,28511,124,90,0
0,58,1,28,1,0.5,0,24108,26,169,0
1,27,1,21,0,0.0,1,31293,152,190,0
0,22,1,15,0,0.0,0,26967,152,191,0
0,38,1,39,0,0.5,1,2630,124,295,0
0,38,1,50,0,0.5,1,43510,26,163,0
1,35,1,28,0,0.5,1,41965,124,26,0
0,42,1,28,1,0.5,0,49036,125,19,0
0,24,1,21,1,0.0,0,32009,152,50,0
1,24,1,8,1,0.0,0,42795,152,282,0
1,53,1,10,0,0.5,1,26387,152,227,0
1,49,1,37,0,0.5,1,37711,152,132,0
1,52,1,8,1,0.5,1,23561,124,100,0
1,57,1,7,0,1.0,1,52249,26,33,0
0,62,1,28,0,0.5,1,48219,122,221,0
0,26,1,45,1,0.0,0,25817,152,55,0
1,36,1,36,0,0.5,1,2630,157,275,1
0,31,1,28,0,0.5,1,28275,155,163,0
1,63,1,3,1,0.5,1,43242,124,103,0
0,33,1,29,1,0.5,0,32830,122,271,0
1,31,1,17,1,0.5,0,2630,124,48,0
0,33,1,5,0,0.5,1,2630,124,79,0
0,26,1,36,1,0.0,0,39294,152,74,0
1,32,1,14,0,0.0,1,23797,152,262,0
1,26,1,8,1,0.0,0,29750,26,170,0
1,46,1,47,1,0.5,0,34237,26,273,0
1,68,1,8,0,0.5,1,44612,124,70,0
0,41,1,3,0,0.5,1,26759,26,292,1
1,30,1,5,0,0.5,1,2630,156,185,0
0,24,1,28,1,0.0,0,46945,152,227,0
1,41,1,2,0,0.5,1,32134,124,44,0
1,51,1,28,0,0.5,1,42408,124,250,0
1,37,1,48,1,0.5,0,2630,26,97,0
1,31,1,12,1,0.0,0,25205,152,250,0
0,48,1,15,1,0.5,0,27692,14,80,0
0,25,1,41,1,0.0,0,32498,152,181,0
1,54,1,50,1,0.5,0,31061,8,299,0
1,21,1,4,1,0.0,0,2630,160,120,0
0,46,1,28,0,0.5,1,30527,26,80,0
1,51,1,28,0,0.5,1,2630,54,187,0
1,21,1,16,1,0.0,0,30434,160,176,0
0,25,1,36,0,0.0,1,40656,152,264,0
1,28,1,15,1,0.5,0,39221,156,210,0
1,37,1,41,0,0.5,0,22621,31,154,0
0,41,1,35,1,0.5,0,2630,152,32,0
1,50,1,8,0,0.5,1,43214,7,48,1
1,65,1,28,0,0.5,1,34235,26,143,0
0,25,1,3,0,0.0,1,2630,152,298,1
0,59,1,12,1,0.5,0,39266,124,57,0
0,45,1,28,0,0.5,1,65631,26,286,1
1,45,1,8,0,0.5,1,28993,154,147,1
0,75,1,28,0,0.5,0,39037,124,74,0
1,22,1,3,1,0.0,0,26745,152,83,0
1,22,1,11,1,0.0,0,42265,152,101,0
1,23,1,30,1,0.0,0,34363,152,215,0
0,24,1,10,1,0.0,0,29963,152,211,0
1,21,1,28,1,0.0,0,40907,152,195,0
0,24,1,13,0,0.0,1,24548,152,63,0
1,24,1,42,0,0.0,0,32727,152,105,0
1,50,1,28,0,0.0,0,2630,1,274,0
1,42,1,49,1,0.5,0,22716,124,249,0
0,22,1,27,0,0.0,1,22199,152,122,0
1,67,1,28,0,0.5,1,28780,26,168,0
1,26,1,6,1,0.0,0,31834,152,172,0
0,21,1,6,0,0.0,1,2630,160,190,0
1,39,1,28,0,0.5,1,34345,124,268,0
1,22,1,13,1,0.0,0,2630,152,271,0
0,44,1,28,1,0.5,0,37085,124,138,0
1,50,1,15,1,0.5,0,29270,14,92,0
0,42,1,28,1,0.5,0,29976,124,118,0
1,35,1,3,0,0.5,1,20471,154,157,0
0,30,1,15,1,0.0,0,24017,152,272,0
0,21,1,41,1,0.0,0,26833,160,87,0
1,27,1,28,0,0.5,1,2630,158,15,1
1,72,0,9,0,0.5,0,35950,124,250,0
1,21,1,8,1,0.0,0,51000,152,291,0
1,26,1,10,1,0.0,0,2630,160,32,0
1,43,1,41,1,0.5,0,38537,109,130,0
1,41,1,36,0,0.5,1,32662,26,167,1
1,42,1,8,1,0.5,0,30441,124,245,0
1,49,1,19,0,0.5,1,23688,26,58,1
1,32,1,3,0,0.5,1,18239,124,46,1
0,23,1,41,1,0.0,0,33057,152,244,0
0,43,1,29,1,0.5,0,2630,122,61,0
0,72,1,28,0,0.5,1,53455,26,234,1
0,58,1,15,0,0.5,1,40980,14,261,0
1,39,1,3,0,0.5,1,57614,154,288,1
1,68,1,28,0,1.0,1,83731,26,16,0
1,52,1,28,0,0.5,1,50784,124,234,1
0,24,1,36,0,0.0,1,31702,152,168,0
1,42,1,30,0,0.5,1,58300,26,206,0
1,31,1,46,0,0.0,1,67778,124,12,1
1,43,1,28,0,0.5,1,42128,26,287,0
1,23,1,15,1,0.0,0,2630,152,262,0
0,23,1,28,0,0.0,1,29078,26,89,0
0,23,1,11,1,0.0,0,26918,152,187,0
1,43,1,30,0,0.5,1,26343,124,235,1
0,26,1,41,1,0.0,0,18087,152,205,0
1,63,1,8,0,0.5,1,34597,124,219,1
1,34,1,28,1,0.5,0,33811,124,154,0
0,53,1,28,0,1.0,1,2630,157,114,0
0,52,1,28,1,0.5,0,40909,26,20,0
1,22,1,29,1,0.0,0,32561,152,299,0
0,32,1,47,1,0.0,0,23373,152,70,0
0,21,1,28,1,0.0,1,2630,152,62,0
1,22,1,46,1,0.5,0,21376,154,83,0
1,25,1,37,0,0.0,1,34743,152,65,0
1,30,1,36,0,0.0,0,38310,151,133,0
1,68,1,28,0,0.5,1,108653,124,276,0
0,66,1,28,0,1.0,1,39740,26,56,0
1,39,1,36,0,0.5,1,2630,156,283,0
0,29,1,47,0,0.0,0,28422,26,299,0
0,27,1,28,1,0.0,0,43117,152,41,0
1,30,1,28,1,0.0,0,55046,152,28,0
1,45,1,24,0,0.5,1,2630,157,292,0
1,26,1,3,0,0.0,1,31120,26,150,0
1,42,1,33,0,0.5,1,2630,156,200,0
0,26,1,8,1,0.0,0,62019,152,76,0
1,30,1,19,1,0.0,0,27555,152,266,0
0,21,1,46,1,0.0,0,26185,160,89,0
1,32,1,28,1,0.0,0,30457,152,134,0
1,20,1,12,1,0.0,0,40274,160,98,0
0,42,1,8,0,0.5,1,31085,26,137,0
1,64,1,28,1,0.5,0,75133,122,205,0
1,62,1,16,1,0.5,0,20532,26,10,0
1,25,1,24,1,0.0,0,14741,152,184,0
1,25,1,41,1,0.0,0,2630,152,236,0
0,29,1,8,0,0.0,1,2630,26,20,1
1,53,1,28,1,0.5,0,34124,26,188,0
1,41,1,28,0,0.5,1,38336,124,115,0
0,23,1,9,0,0.0,1,31321,152,184,0
1,27,1,28,1,0.0,0,54845,152,223,0
0,24,1,46,1,0.0,0,38609,152,298,0
1,54,1,28,0,1.0,1,51679,124,269,0
0,28,1,6,1,0.0,0,22158,152,139,0
1,57,1,28,0,1.0,1,33841,26,199,0
1,25,1,10,0,0.0,0,2630,152,69,0
1,25,1,50,1,0.0,0,33459,152,260,0
0,40,1,28,0,0.5,1,28370,122,147,0
1,54,1,50,1,0.5,0,38229,8,79,0
0,23,1,14,0,0.0,1,30067,152,225,0
0,41,1,9,1,0.5,0,30335,152,297,0
0,21,1,22,1,0.0,0,51119,160,72,0
0,26,1,14,0,0.0,1,27312,152,33,0
1,25,1,49,1,0.0,0,22683,152,29,0
0,20,1,30,0,0.0,1,25232,160,121,0
1,41,1,29,0,0.5,1,33961,124,181,1
0,39,1,28,0,0.5,1,23827,26,220,0
0,34,1,15,1,0.5,0,20372,124,73,0
0,22,1,46,1,0.0,0,26747,152,195,0
0,38,1,28,0,0.5,1,28353,124,25,1
0,73,1,28,1,0.5,0,45572,26,238,0
1,23,1,17,0,0.0,1,19428,152,115,1
0,52,1,30,1,0.5,0,39091,124,214,0
1,74,1,28,0,0.5,1,42652,154,126,0
0,23,1,36,0,0.0,0,37840,152,122,0
0,37,1,28,0,0.5,1,2630,156,36,0
1,36,1,35,1,0.5,0,2630,160,113,0
0,30,1,28,1,0.0,0,73622,152,70,0
1,28,1,45,0,0.5,1,41133,156,42,0
1,48,1,28,0,0.5,1,43434,26,155,1
1,40,1,7,0,0.5,1,26510,124,270,0
1,40,1,21,0,0.5,1,24677,26,111,0
0,53,1,28,0,1.0,1,65412,26,186,1
1,41,1,28,1,0.5,0,35716,124,266,0
1,80,1,28,0,0.5,1,34371,26,18,0
0,22,1,43,1,0.0,0,40849,160,159,0
1,41,1,28,0,0.5,1,40200,124,264,0
1,49,1,28,0,0.5,1,26954,26,48,0
0,26,1,34,1,0.0,0,36027,152,290,0
0,23,1,15,1,0.0,0,37768,152,239,0
1,52,1,45,0,0.5,1,2630,26,114,1
0,24,1,40,1,0.0,0,33618,152,239,0
0,69,1,10,1,0.5,0,37039,124,215,0
1,22,1,3,1,0.0,0,30520,152,41,0
0,22,1,13,1,0.0,0,27187,152,110,0
0,46,1,28,0,0.5,0,24999,26,119,0
1,43,1,38,0,0.5,1,34739,124,65,1
1,47,1,28,0,0.5,1,31616,26,174,1
0,22,1,35,1,0.0,0,34588,152,278,0
0,61,1,28,0,1.0,1,50210,26,71,0
0,24,1,6,1,0.0,0,31138,152,255,0
1,31,1,12,1,0.0,0,2630,160,137,0
1,67,1,41,1,0.5,0,27979,26,175,0
1,48,1,28,0,0.5,1,31033,122,55,1
0,22,1,29,1,0.0,0,24520,152,264,0
0,48,1,45,0,0.5,1,24903,124,260,0
1,48,1,3,0,0.5,1,28273,26,150,0
0,24,1,14,1,0.0,0,36238,152,223,0
0,29,1,30,1,0.0,0,23813,152,212,0
1,49,1,28,0,0.5,1,32066,124,195,0
0,45,1,28,1,0.5,0,49085,26,66,0
0,57,1,28,0,0.5,1,33471,26,285,0
1,53,1,33,0,0.5,1,34764,26,276,0
1,65,1,8,0,0.5,0,41015,7,75,0
1,62,1,3,0,0.5,1,2630,26,104,0
0,53,1,28,0,0.5,1,46086,26,14,1
0,21,1,8,1,0.0,0,31394,152,247,0
0,52,1,46,0,0.5,1,41106,124,86,0
0,69,0,24,0,1.0,1,30674,124,212,0
1,53,1,28,1,0.5,0,2630,26,102,0
0,21,1,37,1,0.0,0,36060,152,167,0
0,22,1,21,1,0.0,0,22706,152,219,0
1,55,1,46,0,0.5,1,28762,4,234,0
0,24,1,5,0,0.0,0,2630,152,149,0
1,23,1,15,1,0.0,0,51051,152,136,0
1,25,1,8,0,0.0,1,47402,160,281,0
0,23,1,47,1,0.0,0,34953,152,113,0
0,22,1,13,1,0.0,0,20426,152,80,0
0,23,1,30,0,0.0,1,28878,152,23,0
1,60,1,15,0,1.0,1,31793,26,226,1
1,25,1,27,1,0.0,1,26797,152,236,0
0,31,1,40,1,0.0,0,32117,152,73,0
1,65,1,28,1,0.5,0,34224,26,71,0
1,29,1,13,0,0.0,1,34124,163,38,1
1,53,1,8,0,0.5,1,33084,124,159,1
1,30,1,50,0,0.5,1,33584,156,71,1
0,31,1,12,0,0.0,1,2630,26,148,0
0,44,1,28,0,0.5,1,2630,26,175,0
1,21,1,32,0,0.0,0,34625,160,180,0
1,39,1,36,1,0.5,0,51138,26,39,0
0,40,1,28,0,0.5,1,27167,124,226,0
1,47,1,30,1,0.5,0,25954,26,12,0
1,46,1,28,0,0.5,1,39107,152,279,0
0,41,1,28,0,0.5,1,27519,60,142,0
0,46,1,28,0,0.5,1,38928,25,111,1
0,46,1,28,0,0.5,0,39532,120,231,0
1,52,1,0,1,0.5,0,2630,26,187,0
1,66,1,32,0,0.5,1,2630,26,210,0
0,22,1,9,1,0.0,0,26110,152,123,0
1,67,1,28,0,1.0,1,32076,124,290,0
0,83,1,28,1,0.5,1,46692,26,143,0
0,40,1,11,0,0.5,1,38647,26,279,0
0,34,1,46,0,0.5,1,41680,26,35,0
0,60,1,28,0,1.0,1,52039,13,231,0
1,22,1,10,1,0.0,0,36586,152,264,0
0,31,1,33,0,0.5,1,32646,154,296,0
1,22,1,41,1,0.0,0,34333,152,29,0
0,59,1,28,0,0.5,1,27835,52,177,0
1,42,1,28,1,0.5,1,43633,124,200,0
0,24,1,37,1,0.0,0,18075,152,19,0
1,44,1,15,0,0.5,1,2630,156,266,0
0,46,1,21,0,0.5,1,29985,163,105,0
0,24,1,33,0,0.0,0,2630,152,273,0
1,58,1,28,0,0.5,1,45282,47,20,0
1,39,1,28,1,0.5,0,33306,124,263,0
0,21,1,41,1,0.0,0,27430,152,167,0
1,53,1,48,0,0.5,1,2630,26,143,0
1,42,1,38,1,0.5,0,40995,124,85,0
1,78,1,22,0,0.5,1,20826,124,144,0
0,39,1,28,0,0.5,1,41833,26,164,1
1,21,1,30,1,0.0,0,32623,160,108,0
1,66,1,39,1,0.5,0,2630,127,242,0
1,66,1,8,0,0.5,1,44185,26,68,1
1,21,1,46,1,0.0,0,39343,160,48,0
0,28,1,39,1,0.0,0,26419,152,123,0
0,23,1,46,1,0.0,0,19020,152,49,0
0,22,1,46,1,0.0,0,24090,152,54,0
1,23,1,36,0,0.0,1,31968,152,15,0
1,22,1,31,0,0.0,1,2630,152,281,0
0,22,1,22,0,0.0,0,2630,152,63,0
1,53,1,36,1,0.5,0,31278,29,137,0
1,37,1,28,0,0.5,1,25642,26,77,1
1,27,1,15,0,0.0,1,32857,152,123,0
1,60,1,50,1,0.5,0,25446,26,172,0
0,23,1,14,1,0.0,0,2630,152,203,0
1,35,1,46,0,0.5,0,29007,11,157,0
0,41,1,28,0,0.5,1,45050,26,173,0
1,75,1,50,0,0.5,0,33177,124,235,0
0,25,1,30,1,0.0,0,31109,152,284,0
1,37,1,28,1,0.5,0,45718,26,68,0
1,32,1,33,1,0.0,0,37896,152,50,0
0,24,1,8,0,0.0,1,28075,152,39,0
1,52,1,8,0,1.0,1,37742,124,25,0
0,24,1,6,1,0.0,0,28780,152,240,0
0,21,1,50,1,0.0,0,22998,152,86,0
0,27,1,28,1,0.0,0,32856,152,164,0
1,21,1,30,1,0.0,0,25295,160,106,0
0,24,1,17,1,0.0,0,38005,152,75,0
1,40,1,28,0,0.5,1,41712,124,189,0
1,65,1,8,0,0.5,1,2630,26,108,0
0,27,1,5,1,0.0,0,2630,152,211,0
1,25,1,28,1,0.0,0,48813,152,14,0
1,46,1,41,0,0.5,1,2630,124,133,0
1,23,1,28,1,0.0,0,61323,152,216,0
1,43,1,28,0,1.0,1,34285,26,56,0
0,46,1,15,1,0.5,0,2630,14,143,0
1,23,1,6,1,0.0,0,27449,152,68,0
1,38,1,28,0,0.5,1,31881,26,65,0
1,36,1,46,1,0.5,0,34006,124,19,0
1,29,1,28,0,0.0,1,91531,154,263,0
1,73,1,8,0,0.5,1,32067,26,76,0
0,21,1,20,1,0.0,0,2630,160,150,0
0,50,1,28,0,0.5,0,47883,26,35,0
0,24,1,45,0,0.0,1,47661,152,206,0
0,42,1,41,1,0.5,0,44593,124,138,0
1,48,1,36,0,0.5,1,30389,124,112,0
1,45,1,44,0,0.5,1,32306,156,115,0
1,74,1,28,1,0.5,1,32284,25,228,0
0,34,1,41,1,0.0,0,2630,1,212,0
0,49,1,16,1,0.5,0,23053,26,108,0
1,35,1,28,0,0.5,1,42741,26,202,0
1,27,1,18,1,0.0,0,22817,152,284,0
1,65,1,28,1,0.5,0,39126,26,146,0
1,46,1,19,0,0.5,1,32080,124,185,0
1,38,1,41,0,0.5,1,30839,155,260,0
0,25,1,37,1,0.0,0,27833,152,251,0
0,24,1,40,1,0.0,0,33172,152,156,0
0,67,1,18,1,0.5,0,33804,124,262,0
1,43,1,6,0,0.5,1,30459,156,290,1
1,23,1,46,1,0.0,0,38162,152,53,0
1,28,1,45,1,0.0,0,22891,152,254,0
0,24,1,28,1,0.0,0,47025,152,146,0
1,47,1,28,1,0.5,0,35488,124,290,0
1,47,1,14,1,0.5,0,28736,124,42,0
0,62,1,28,0,0.5,0,49225,122,160,0
0,24,1,36,1,0.0,0,40683,152,239,0
1,25,1,28,0,0.5,1,31110,124,284,0
1,29,1,41,1,0.0,0,30355,152,162,0
1,24,1,11,1,0.0,0,27687,152,262,0
0,23,1,18,1,0.0,0,37610,152,25,0
0,38,1,14,0,0.5,1,2630,156,292,0
0,73,1,43,0,0.5,1,2630,26,42,0
1,23,1,11,1,0.0,0,40332,152,159,0
1,44,1,28,1,0.5,0,27003,124,250,0
1,50,1,11,0,0.5,1,2630,157,83,0
0,60,1,8,0,0.5,1,29610,124,63,0
1,22,1,43,1,0.0,0,26422,160,128,0
0,41,1,28,0,0.5,1,42788,26,143,0
0,64,1,28,0,0.5,1,45714,26,199,0
1,25,1,28,0,0.0,1,42128,156,32,1
1,32,1,41,1,0.0,0,50067,152,118,0
0,66,1,28,0,0.5,1,32783,26,221,0
1,49,1,28,0,1.0,1,38964,26,59,1
1,40,1,11,0,0.5,1,2630,124,161,0
1,44,1,28,0,0.5,1,53914,26,52,0
1,56,1,24,0,0.5,1,31000,124,27,1
1,74,1,8,1,0.5,0,30365,26,271,0
0,50,1,28,0,0.5,1,35636,122,84,0
1,60,1,28,0,1.0,1,51965,26,66,1
1,33,1,3,1,0.5,0,37139,154,289,0
1,46,1,8,0,0.5,1,58849,7,76,0
0,43,1,48,1,0.5,0,2630,15,68,0
1,39,1,28,0,0.5,1,55999,124,114,0
0,69,1,28,0,0.5,1,59994,124,11,0
1,23,1,30,1,0.0,0,29286,152,126,0
0,24,1,28,1,0.0,0,44898,152,251,0
1,73,1,28,1,0.5,0,46216,26,246,0
1,39,1,28,0,0.5,1,43421,124,48,0
0,28,1,41,1,0.0,0,2630,152,225,0
1,48,1,48,0,0.5,0,2630,26,25,0
1,64,1,28,0,0.5,1,72544,26,148,1
0,39,1,8,0,0.5,1,34878,26,95,0
1,54,1,17,0,0.5,1,2630,26,131,1
1,24,1,28,1,0.0,0,36947,152,101,0
0,26,1,46,1,0.0,0,25397,152,124,0
